YEAR,ORIGIN_STATE_NM,DEST_STATE_NM,TOTAL_FLIGHTS
2013,Louisiana,Michigan, 156
2014,Louisiana,Michigan, 151
2016,Louisiana,Michigan, 201
2017,Louisiana,Michigan, 222
2013,Louisiana,Minnesota, 156
2014,Louisiana,Minnesota, 121
2016,Louisiana,Minnesota, 206
2017,Louisiana,Minnesota, 183
2013,Louisiana,Missouri, 305
2014,Louisiana,Missouri, 319
2016,Louisiana,Missouri, 266
2017,Louisiana,Missouri, 307
2013,Louisiana,Nevada, 244
2014,Louisiana,Nevada, 246
2016,Louisiana,Nevada, 287
2017,Louisiana,Nevada, 342
2013,Louisiana,New Jersey, 559
2014,Louisiana,New Jersey, 606
2016,Louisiana,New Jersey, 463
2017,Louisiana,New Jersey, 620
2013,Louisiana,New York, 966
2014,Louisiana,New York, 805
2016,Louisiana,New York, 834
2017,Louisiana,New York, 902
2014,Louisiana,North Carolina, 525
2017,Louisiana,North Carolina, 530
2013,Louisiana,North Carolina, 571
2016,Louisiana,North Carolina, 535
2013,Louisiana,Ohio, 25
2017,Louisiana,Ohio, 50
2014,Louisiana,Pennsylvania, 174
2017,Louisiana,Pennsylvania, 264
2013,Louisiana,Pennsylvania, 274
2016,Louisiana,Pennsylvania, 276
2017,Louisiana,Rhode Island, 21
2013,Louisiana,Tennessee, 567
2014,Louisiana,Tennessee, 511
2016,Louisiana,Tennessee, 472
2017,Louisiana,Tennessee, 487
2013,Louisiana,Texas, 5245
2014,Louisiana,Texas, 5740
2016,Louisiana,Texas, 4963
2017,Louisiana,Texas, 5326
2013,Louisiana,Utah, 70
2014,Louisiana,Utah, 70
2016,Louisiana,Utah, 62
2017,Louisiana,Utah, 84
2013,Louisiana,Virginia, 134
2014,Louisiana,Virginia, 118
2016,Louisiana,Virginia, 132
2017,Louisiana,Virginia, 228
2014,Louisiana,Washington, 54
2016,Louisiana,Washington, 53
2017,Louisiana,Washington, 90
2013,Louisiana,Wisconsin, 165
2014,Louisiana,Wisconsin, 160
2013,Maine,Georgia, 227
2014,Maine,Georgia, 210
2015,Maine,Georgia, 178
2016,Maine,Georgia, 182
2017,Maine,Georgia, 192
2013,Maine,Illinois, 303
2014,Maine,Illinois, 259
2016,Maine,Illinois, 295
2017,Maine,Illinois, 306
2013,Maine,Maryland, 503
2014,Maine,Maryland, 483
2016,Maine,Maryland, 416
2017,Maine,Maryland, 475
2013,Maine,Michigan, 493
2014,Maine,Michigan, 339
2016,Maine,Michigan, 373
2017,Maine,Michigan, 344
2013,Maine,New Jersey, 582
2014,Maine,New Jersey, 433
2016,Maine,New Jersey, 644
2017,Maine,New Jersey, 667
2013,Maine,New York, 624
2014,Maine,New York, 556
2016,Maine,New York, 568
2017,Maine,New York, 603
2014,Maine,North Carolina, 162
2017,Maine,North Carolina, 156
2013,Maine,North Carolina, 133
2016,Maine,North Carolina, 130
2013,Maine,Ohio, 73
2014,Maine,Pennsylvania, 31
2013,Maine,Virginia, 97
2014,Maine,Virginia, 89
2016,Maine,Virginia, 9
2017,Maine,Virginia, 12
2013,Maryland,Alabama, 467
2014,Maryland,Alabama, 432
2015,Maryland,Alabama, 300
2016,Maryland,Alabama, 200
2017,Maryland,Alabama, 208
2013,Maryland,Arizona, 735
2014,Maryland,Arizona, 782
2015,Maryland,Arizona, 674
2016,Maryland,Arizona, 703
2017,Maryland,Arizona, 674
2013,Maryland,Arkansas, 158
2014,Maryland,Arkansas, 190
2016,Maryland,Arkansas, 75
2013,Maryland,California, 655
2014,Maryland,California, 695
2016,Maryland,California, 953
2017,Maryland,California, 1372
2013,Maryland,Colorado, 959
2014,Maryland,Colorado, 1013
2016,Maryland,Colorado, 815
2017,Maryland,Colorado, 887
2014,Maryland,Connecticut, 1079
2017,Maryland,Connecticut, 924
2013,Maryland,Connecticut, 1329
2016,Maryland,Connecticut, 924
2013,Maryland,Florida, 4906
2014,Maryland,Florida, 4896
2015,Maryland,Florida, 4169
2016,Maryland,Florida, 3593
2017,Maryland,Florida, 3989
2013,Maryland,Georgia, 2588
2014,Maryland,Georgia, 2428
2015,Maryland,Georgia, 2185
2016,Maryland,Georgia, 2019
2017,Maryland,Georgia, 2140
2013,Maryland,Illinois, 1944
2014,Maryland,Illinois, 1835
2016,Maryland,Illinois, 1374
2017,Maryland,Illinois, 1406
2013,Maryland,Indiana, 504
2014,Maryland,Indiana, 588
2015,Maryland,Indiana, 467
2016,Maryland,Indiana, 343
2017,Maryland,Indiana, 361
2013,Maryland,Kentucky, 596
2014,Maryland,Kentucky, 505
2016,Maryland,Kentucky, 315
2017,Maryland,Kentucky, 462
2013,Maryland,Louisiana, 439
2014,Maryland,Louisiana, 433
2016,Maryland,Louisiana, 310
2017,Maryland,Louisiana, 435
2013,Maryland,Maine, 503
2014,Maryland,Maine, 526
2015,Maryland,Maine, 458
2016,Maryland,Maine, 397
2017,Maryland,Maine, 375
2014,Maryland,Massachusetts, 2019
2017,Maryland,Massachusetts, 2178
2013,Maryland,Massachusetts, 2302
2016,Maryland,Massachusetts, 2201
2013,Maryland,Michigan, 1392
2014,Maryland,Michigan, 1397
2016,Maryland,Michigan, 1091
2017,Maryland,Michigan, 1093
2013,Maryland,Minnesota, 406
2014,Maryland,Minnesota, 343
2016,Maryland,Minnesota, 512
2017,Maryland,Minnesota, 509
2013,Maryland,Mississippi, 96
2013,Maryland,Missouri, 1002
2014,Maryland,Missouri, 897
2016,Maryland,Missouri, 707
2017,Maryland,Missouri, 718
2013,Maryland,Nevada, 686
2014,Maryland,Nevada, 613
2015,Maryland,Nevada, 745
2016,Maryland,Nevada, 681
2017,Maryland,Nevada, 679
2014,Maryland,New Hampshire, 1051
2017,Maryland,New Hampshire, 824
2013,Maryland,New Hampshire, 1264
2016,Maryland,New Hampshire, 890
2013,Maryland,New Jersey, 366
2014,Maryland,New Jersey, 248
2016,Maryland,New Jersey, 179
2017,Maryland,New Jersey, 321
2013,Maryland,New Mexico, 167
2014,Maryland,New Mexico, 157
2016,Maryland,New Mexico, 114
2017,Maryland,New Mexico, 126
2013,Maryland,New York, 2820
2014,Maryland,New York, 2729
2016,Maryland,New York, 1816
2017,Maryland,New York, 1753
2014,Maryland,North Carolina, 2081
2017,Maryland,North Carolina, 1710
2013,Maryland,North Carolina, 2099
2016,Maryland,North Carolina, 1574
2013,Maryland,Ohio, 1421
2014,Maryland,Ohio, 1473
2015,Maryland,Ohio, 1175
2016,Maryland,Ohio, 803
2017,Maryland,Ohio, 812
2013,Maryland,Oklahoma, 189
2014,Maryland,Oklahoma, 223
2016,Maryland,Oklahoma, 125
2017,Maryland,Oklahoma, 141
2014,Maryland,Oregon, 38
2015,Maryland,Oregon, 44
2016,Maryland,Oregon, 43
2017,Maryland,Oregon, 64
2014,Maryland,Pennsylvania, 649
2017,Maryland,Pennsylvania, 345
2013,Maryland,Pennsylvania, 702
2016,Maryland,Pennsylvania, 316
2014,Maryland,Rhode Island, 1270
2017,Maryland,Rhode Island, 964
2013,Maryland,Rhode Island, 1300
2016,Maryland,Rhode Island, 942
2014,Maryland,South Carolina, 698
2017,Maryland,South Carolina, 455
2013,Maryland,South Carolina, 715
2016,Maryland,South Carolina, 468
2013,Maryland,Tennessee, 942
2014,Maryland,Tennessee, 1062
2016,Maryland,Tennessee, 763
2017,Maryland,Tennessee, 869
2013,Maryland,Texas, 1874
2014,Maryland,Texas, 1855
2015,Maryland,Texas, 1919
2016,Maryland,Texas, 1613
2017,Maryland,Texas, 1634
2013,Maryland,Utah, 356
2014,Maryland,Utah, 393
2015,Maryland,Utah, 348
2016,Maryland,Utah, 345
2017,Maryland,Utah, 315
2013,Maryland,Washington, 98
2014,Maryland,Washington, 142
2016,Maryland,Washington, 192
2017,Maryland,Washington, 271
2013,Maryland,Wisconsin, 539
2014,Maryland,Wisconsin, 510
2016,Maryland,Wisconsin, 387
2017,Maryland,Wisconsin, 399
2014,Massachusetts,Arizona, 614
2017,Massachusetts,Arizona, 715
2014,Massachusetts,California, 3144
2017,Massachusetts,California, 4024
2014,Massachusetts,Colorado, 1455
2017,Massachusetts,Colorado, 1389
2014,Massachusetts,Florida, 3711
2017,Massachusetts,Florida, 4547
2014,Massachusetts,Georgia, 1728
2017,Massachusetts,Georgia, 2053
2014,Massachusetts,Illinois, 4004
2017,Massachusetts,Illinois, 3463
2017,Massachusetts,Indiana, 240
2014,Massachusetts,Kentucky, 123
2017,Massachusetts,Kentucky, 164
2014,Massachusetts,Louisiana, 109
2017,Massachusetts,Louisiana, 204
2014,Massachusetts,Maryland, 2019
2017,Massachusetts,Maryland, 2372
2014,Massachusetts,Massachusetts, 13
2017,Massachusetts,Massachusetts, 58
2014,Massachusetts,Michigan, 947
2017,Massachusetts,Michigan, 1163
2014,Massachusetts,Minnesota, 574
2017,Massachusetts,Minnesota, 699
2014,Massachusetts,Missouri, 415
2017,Massachusetts,Missouri, 442
2014,Massachusetts,Nevada, 428
2017,Massachusetts,Nevada, 635
2014,Massachusetts,New Jersey, 2050
2017,Massachusetts,New Jersey, 2338
2014,Massachusetts,New York, 3432
2017,Massachusetts,New York, 4390
2014,Massachusetts,North Carolina, 1713
2017,Massachusetts,North Carolina, 1697
2014,Massachusetts,Ohio, 442
2017,Massachusetts,Ohio, 707
2014,Massachusetts,Oregon, 164
2017,Massachusetts,Oregon, 186
2014,Massachusetts,Pennsylvania, 2692
2017,Massachusetts,Pennsylvania, 2767
2014,Massachusetts,South Carolina, 148
2017,Massachusetts,South Carolina, 217
2014,Massachusetts,Tennessee, 290
2017,Massachusetts,Tennessee, 535
2014,Massachusetts,Texas, 2341
2017,Massachusetts,Texas, 1881
2014,Massachusetts,Utah, 170
2017,Massachusetts,Utah, 361
2014,Massachusetts,Virginia, 3074
2017,Massachusetts,Virginia, 3543
2014,Massachusetts,Washington, 636
2017,Massachusetts,Washington, 805
2014,Massachusetts,Wisconsin, 316
2017,Massachusetts,Wisconsin, 318
2013,Massachusetts,Arizona, 590
2016,Massachusetts,Arizona, 525
2013,Massachusetts,California, 3075
2016,Massachusetts,California, 3072
2013,Massachusetts,Colorado, 1407
2016,Massachusetts,Colorado, 1228
2013,Massachusetts,Florida, 4242
2016,Massachusetts,Florida, 4005
2013,Massachusetts,Georgia, 1886
2016,Massachusetts,Georgia, 1681
2013,Massachusetts,Illinois, 3561
2016,Massachusetts,Illinois, 3174
2013,Massachusetts,Indiana, 127
2016,Massachusetts,Indiana, 233
2013,Massachusetts,Kentucky, 386
2016,Massachusetts,Kentucky, 259
2013,Massachusetts,Louisiana, 189
2016,Massachusetts,Louisiana, 190
2013,Massachusetts,Maryland, 2302
2016,Massachusetts,Maryland, 2157
2013,Massachusetts,Massachusetts, 20
2016,Massachusetts,Massachusetts, 58
2013,Massachusetts,Michigan, 726
2016,Massachusetts,Michigan, 976
2013,Massachusetts,Minnesota, 581
2016,Massachusetts,Minnesota, 681
2013,Massachusetts,Missouri, 495
2016,Massachusetts,Missouri, 400
2013,Massachusetts,Nevada, 452
2016,Massachusetts,Nevada, 550
2013,Massachusetts,New Jersey, 2382
2016,Massachusetts,New Jersey, 1960
2013,Massachusetts,New York, 3650
2016,Massachusetts,New York, 4023
2013,Massachusetts,North Carolina, 2083
2016,Massachusetts,North Carolina, 1563
2013,Massachusetts,Ohio, 282
2016,Massachusetts,Ohio, 466
2013,Massachusetts,Oregon, 215
2016,Massachusetts,Oregon, 180
2013,Massachusetts,Pennsylvania, 2624
2016,Massachusetts,Pennsylvania, 2209
2013,Massachusetts,South Carolina, 109
2016,Massachusetts,South Carolina, 190
2013,Massachusetts,Tennessee, 334
2016,Massachusetts,Tennessee, 402
2013,Massachusetts,Texas, 2439
2016,Massachusetts,Texas, 1969
2013,Massachusetts,Utah, 171
2016,Massachusetts,Utah, 283
2013,Massachusetts,Virginia, 3380
2016,Massachusetts,Virginia, 3250
2013,Massachusetts,Washington, 508
2016,Massachusetts,Washington, 597
2013,Massachusetts,Wisconsin, 395
2016,Massachusetts,Wisconsin, 270
2013,Michigan,Alabama, 469
2014,Michigan,Alabama, 299
2015,Michigan,Alabama, 271
2016,Michigan,Alabama, 303
2017,Michigan,Alabama, 220
2013,Michigan,Arizona, 855
2014,Michigan,Arizona, 878
2015,Michigan,Arizona, 839
2016,Michigan,Arizona, 855
2017,Michigan,Arizona, 827
2013,Michigan,Arkansas, 231
2014,Michigan,Arkansas, 184
2016,Michigan,Arkansas, 135
2017,Michigan,Arkansas, 120
2013,Michigan,California, 935
2014,Michigan,California, 986
2016,Michigan,California, 946
2017,Michigan,California, 1291
2013,Michigan,Colorado, 1367
2014,Michigan,Colorado, 1315
2016,Michigan,Colorado, 1391
2017,Michigan,Colorado, 1341
2014,Michigan,Connecticut, 394
2017,Michigan,Connecticut, 336
2013,Michigan,Connecticut, 490
2016,Michigan,Connecticut, 405
2014,Michigan,Delaware, 38
2013,Michigan,Florida, 2151
2014,Michigan,Florida, 2096
2015,Michigan,Florida, 2557
2016,Michigan,Florida, 2347
2017,Michigan,Florida, 2260
2013,Michigan,Georgia, 2024
2014,Michigan,Georgia, 2054
2015,Michigan,Georgia, 2131
2016,Michigan,Georgia, 2034
2017,Michigan,Georgia, 2076
2013,Michigan,Illinois, 7016
2014,Michigan,Illinois, 6228
2016,Michigan,Illinois, 5477
2017,Michigan,Illinois, 5690
2013,Michigan,Indiana, 1547
2014,Michigan,Indiana, 824
2015,Michigan,Indiana, 1000
2016,Michigan,Indiana, 1015
2017,Michigan,Indiana, 998
2013,Michigan,Iowa, 673
2014,Michigan,Iowa, 277
2015,Michigan,Iowa, 345
2016,Michigan,Iowa, 341
2017,Michigan,Iowa, 356
2013,Michigan,Kentucky, 1039
2014,Michigan,Kentucky, 495
2016,Michigan,Kentucky, 577
2017,Michigan,Kentucky, 675
2013,Michigan,Louisiana, 156
2014,Michigan,Louisiana, 164
2016,Michigan,Louisiana, 239
2017,Michigan,Louisiana, 246
2013,Michigan,Maine, 493
2014,Michigan,Maine, 311
2015,Michigan,Maine, 309
2016,Michigan,Maine, 334
2017,Michigan,Maine, 215
2013,Michigan,Maryland, 1392
2014,Michigan,Maryland, 1348
2016,Michigan,Maryland, 1215
2017,Michigan,Maryland, 1343
2014,Michigan,Massachusetts, 947
2017,Michigan,Massachusetts, 1151
2013,Michigan,Massachusetts, 726
2016,Michigan,Massachusetts, 978
2013,Michigan,Michigan, 2160
2014,Michigan,Michigan, 635
2016,Michigan,Michigan, 1221
2017,Michigan,Michigan, 1439
2013,Michigan,Minnesota, 1678
2014,Michigan,Minnesota, 1581
2016,Michigan,Minnesota, 1436
2017,Michigan,Minnesota, 1403
2013,Michigan,Missouri, 1080
2014,Michigan,Missouri, 875
2016,Michigan,Missouri, 857
2017,Michigan,Missouri, 737
2013,Michigan,Nebraska, 341
2014,Michigan,Nebraska, 287
2016,Michigan,Nebraska, 238
2017,Michigan,Nebraska, 233
2013,Michigan,Nevada, 673
2014,Michigan,Nevada, 714
2015,Michigan,Nevada, 921
2016,Michigan,Nevada, 827
2017,Michigan,Nevada, 774
2014,Michigan,New Hampshire, 136
2017,Michigan,New Hampshire, 102
2013,Michigan,New Hampshire, 325
2016,Michigan,New Hampshire, 188
2013,Michigan,New Jersey, 2122
2014,Michigan,New Jersey, 1999
2016,Michigan,New Jersey, 1545
2017,Michigan,New Jersey, 1509
2013,Michigan,New York, 3808
2014,Michigan,New York, 2071
2016,Michigan,New York, 2379
2017,Michigan,New York, 2471
2014,Michigan,North Carolina, 1279
2017,Michigan,North Carolina, 1016
2013,Michigan,North Carolina, 1820
2016,Michigan,North Carolina, 1229
2013,Michigan,Ohio, 761
2014,Michigan,Ohio, 347
2015,Michigan,Ohio, 440
2016,Michigan,Ohio, 626
2017,Michigan,Ohio, 783
2013,Michigan,Oklahoma, 507
2014,Michigan,Oklahoma, 330
2016,Michigan,Oklahoma, 218
2017,Michigan,Oklahoma, 279
2013,Michigan,Oregon, 96
2014,Michigan,Oregon, 98
2015,Michigan,Oregon, 85
2016,Michigan,Oregon, 66
2017,Michigan,Oregon, 105
2014,Michigan,Pennsylvania, 1288
2017,Michigan,Pennsylvania, 1707
2013,Michigan,Pennsylvania, 2532
2016,Michigan,Pennsylvania, 1455
2014,Michigan,Rhode Island, 172
2017,Michigan,Rhode Island, 179
2013,Michigan,Rhode Island, 594
2016,Michigan,Rhode Island, 340
2014,Michigan,South Carolina, 44
2017,Michigan,South Carolina, 137
2013,Michigan,South Carolina, 333
2016,Michigan,South Carolina, 215
2013,Michigan,South Dakota, 39
2013,Michigan,Tennessee, 1386
2014,Michigan,Tennessee, 841
2016,Michigan,Tennessee, 906
2017,Michigan,Tennessee, 899
2013,Michigan,Texas, 2934
2014,Michigan,Texas, 2340
2015,Michigan,Texas, 2237
2016,Michigan,Texas, 2214
2017,Michigan,Texas, 2053
2013,Michigan,Utah, 344
2014,Michigan,Utah, 405
2015,Michigan,Utah, 351
2016,Michigan,Utah, 327
2017,Michigan,Utah, 314
2013,Michigan,Vermont, 324
2014,Michigan,Vermont, 241
2015,Michigan,Vermont, 252
2016,Michigan,Vermont, 165
2013,Michigan,Virginia, 1739
2014,Michigan,Virginia, 1294
2016,Michigan,Virginia, 1094
2017,Michigan,Virginia, 1097
2013,Michigan,Washington, 408
2014,Michigan,Washington, 471
2016,Michigan,Washington, 448
2017,Michigan,Washington, 501
2014,Michigan,West Virginia, 40
2013,Michigan,West Virginia, 152
2013,Michigan,Wisconsin, 1763
2014,Michigan,Wisconsin, 1024
2016,Michigan,Wisconsin, 1016
2017,Michigan,Wisconsin, 1148
2014,Minnesota,Alabama, 66
2013,Minnesota,Alaska, 270
2014,Minnesota,Alaska, 195
2016,Minnesota,Alaska, 182
2017,Minnesota,Alaska, 130
2013,Minnesota,Arizona, 1318
2014,Minnesota,Arizona, 1334
2016,Minnesota,Arizona, 1390
2017,Minnesota,Arizona, 1196
2013,Minnesota,California, 1408
2014,Minnesota,California, 1832
2016,Minnesota,California, 2191
2017,Minnesota,California, 2279
2013,Minnesota,Colorado, 2726
2014,Minnesota,Colorado, 2642
2016,Minnesota,Colorado, 2495
2017,Minnesota,Colorado, 2332
2014,Minnesota,Connecticut, 185
2017,Minnesota,Connecticut, 146
2013,Minnesota,Connecticut, 261
2016,Minnesota,Connecticut, 214
2013,Minnesota,Florida, 943
2014,Minnesota,Florida, 1013
2016,Minnesota,Florida, 1041
2017,Minnesota,Florida, 869
2013,Minnesota,Georgia, 1869
2014,Minnesota,Georgia, 1710
2016,Minnesota,Georgia, 1526
2017,Minnesota,Georgia, 1435
2016,Minnesota,Hawaii, 62
2017,Minnesota,Hawaii, 46
2013,Minnesota,Idaho, 145
2014,Minnesota,Idaho, 145
2016,Minnesota,Idaho, 155
2017,Minnesota,Idaho, 148
2013,Minnesota,Illinois, 4562
2014,Minnesota,Illinois, 3992
2016,Minnesota,Illinois, 4080
2017,Minnesota,Illinois, 3832
2013,Minnesota,Indiana, 895
2014,Minnesota,Indiana, 561
2016,Minnesota,Indiana, 578
2017,Minnesota,Indiana, 511
2013,Minnesota,Iowa, 1004
2014,Minnesota,Iowa, 346
2016,Minnesota,Iowa, 505
2017,Minnesota,Iowa, 514
2013,Minnesota,Kansas, 369
2014,Minnesota,Kansas, 248
2016,Minnesota,Kansas, 248
2017,Minnesota,Kansas, 272
2013,Minnesota,Kentucky, 914
2014,Minnesota,Kentucky, 425
2016,Minnesota,Kentucky, 486
2017,Minnesota,Kentucky, 512
2013,Minnesota,Louisiana, 156
2014,Minnesota,Louisiana, 89
2016,Minnesota,Louisiana, 115
2017,Minnesota,Louisiana, 94
2013,Minnesota,Maryland, 406
2014,Minnesota,Maryland, 352
2016,Minnesota,Maryland, 517
2017,Minnesota,Maryland, 464
2014,Minnesota,Massachusetts, 574
2017,Minnesota,Massachusetts, 611
2013,Minnesota,Massachusetts, 581
2016,Minnesota,Massachusetts, 632
2013,Minnesota,Michigan, 1678
2014,Minnesota,Michigan, 1226
2016,Minnesota,Michigan, 1369
2017,Minnesota,Michigan, 1220
2013,Minnesota,Minnesota, 832
2014,Minnesota,Minnesota, 451
2016,Minnesota,Minnesota, 544
2017,Minnesota,Minnesota, 509
2013,Minnesota,Missouri, 1168
2014,Minnesota,Missouri, 1192
2016,Minnesota,Missouri, 1155
2017,Minnesota,Missouri, 977
2013,Minnesota,Montana, 335
2014,Minnesota,Montana, 329
2016,Minnesota,Montana, 523
2017,Minnesota,Montana, 438
2013,Minnesota,Nebraska, 660
2014,Minnesota,Nebraska, 489
2016,Minnesota,Nebraska, 628
2017,Minnesota,Nebraska, 564
2013,Minnesota,Nevada, 550
2014,Minnesota,Nevada, 613
2016,Minnesota,Nevada, 727
2017,Minnesota,Nevada, 633
2013,Minnesota,New Jersey, 1229
2014,Minnesota,New Jersey, 1152
2016,Minnesota,New Jersey, 870
2017,Minnesota,New Jersey, 979
2013,Minnesota,New Mexico, 66
2014,Minnesota,New Mexico, 63
2016,Minnesota,New Mexico, 33
2017,Minnesota,New Mexico, 13
2013,Minnesota,New York, 1596
2014,Minnesota,New York, 1196
2016,Minnesota,New York, 1170
2017,Minnesota,New York, 1167
2014,Minnesota,North Carolina, 887
2017,Minnesota,North Carolina, 834
2013,Minnesota,North Carolina, 823
2016,Minnesota,North Carolina, 808
2014,Minnesota,North Dakota, 760
2017,Minnesota,North Dakota, 863
2013,Minnesota,North Dakota, 1549
2016,Minnesota,North Dakota, 1117
2013,Minnesota,Ohio, 1100
2014,Minnesota,Ohio, 588
2016,Minnesota,Ohio, 683
2017,Minnesota,Ohio, 674
2013,Minnesota,Oklahoma, 435
2014,Minnesota,Oklahoma, 215
2016,Minnesota,Oklahoma, 245
2017,Minnesota,Oklahoma, 285
2013,Minnesota,Oregon, 321
2014,Minnesota,Oregon, 278
2016,Minnesota,Oregon, 306
2017,Minnesota,Oregon, 307
2014,Minnesota,Pennsylvania, 1073
2017,Minnesota,Pennsylvania, 974
2013,Minnesota,Pennsylvania, 1207
2016,Minnesota,Pennsylvania, 1017
2013,Minnesota,Rhode Island, 43
2014,Minnesota,South Dakota, 727
2017,Minnesota,South Dakota, 635
2013,Minnesota,South Dakota, 930
2016,Minnesota,South Dakota, 732
2013,Minnesota,Tennessee, 810
2014,Minnesota,Tennessee, 660
2016,Minnesota,Tennessee, 579
2017,Minnesota,Tennessee, 535
2013,Minnesota,Texas, 1986
2014,Minnesota,Texas, 1666
2016,Minnesota,Texas, 1743
2017,Minnesota,Texas, 1519
2013,Minnesota,Utah, 445
2014,Minnesota,Utah, 426
2016,Minnesota,Utah, 411
2017,Minnesota,Utah, 372
2013,Minnesota,Virginia, 841
2014,Minnesota,Virginia, 940
2016,Minnesota,Virginia, 783
2017,Minnesota,Virginia, 686
2013,Minnesota,Washington, 929
2014,Minnesota,Washington, 928
2016,Minnesota,Washington, 1082
2017,Minnesota,Washington, 975
2013,Minnesota,Wisconsin, 2254
2014,Minnesota,Wisconsin, 1541
2016,Minnesota,Wisconsin, 1663
2017,Minnesota,Wisconsin, 1445
2013,Minnesota,Wyoming, 16
2014,Minnesota,Wyoming, 30
2016,Minnesota,Wyoming, 31
2017,Minnesota,Wyoming, 21
2014,Mississippi,Florida, 106
2014,Mississippi,Georgia, 1229
2017,Mississippi,Georgia, 1111
2014,Mississippi,Illinois, 355
2017,Mississippi,Illinois, 220
2014,Mississippi,Texas, 2230
2017,Mississippi,Texas, 1218
2013,Mississippi,Florida, 187
2013,Mississippi,Georgia, 1588
2016,Mississippi,Georgia, 1322
2013,Mississippi,Illinois, 257
2016,Mississippi,Illinois, 153
2013,Mississippi,Maryland, 96
2013,Mississippi,North Carolina, 2
2013,Mississippi,Texas, 1800
2016,Mississippi,Texas, 1171
2013,Missouri,Alabama, 161
2014,Missouri,Alabama, 57
2013,Missouri,Arizona, 1179
2014,Missouri,Arizona, 1141
2015,Missouri,Arizona, 1110
2016,Missouri,Arizona, 1138
2017,Missouri,Arizona, 1082
2013,Missouri,Arkansas, 42
2016,Missouri,Arkansas, 91
2017,Missouri,Arkansas, 178
2013,Missouri,California, 996
2014,Missouri,California, 1106
2016,Missouri,California, 1249
2017,Missouri,California, 1343
2013,Missouri,Colorado, 2512
2014,Missouri,Colorado, 2384
2016,Missouri,Colorado, 2292
2017,Missouri,Colorado, 2399
2013,Missouri,Florida, 1366
2014,Missouri,Florida, 1546
2015,Missouri,Florida, 1316
2016,Missouri,Florida, 1422
2017,Missouri,Florida, 1372
2013,Missouri,Georgia, 2328
2014,Missouri,Georgia, 2299
2015,Missouri,Georgia, 2118
2016,Missouri,Georgia, 2182
2017,Missouri,Georgia, 2212
2013,Missouri,Illinois, 3961
2014,Missouri,Illinois, 4039
2016,Missouri,Illinois, 3366
2017,Missouri,Illinois, 3349
2013,Missouri,Iowa, 68
2016,Missouri,Iowa, 166
2017,Missouri,Iowa, 177
2016,Missouri,Kansas, 134
2017,Missouri,Kansas, 177
2013,Missouri,Kentucky, 446
2014,Missouri,Kentucky, 251
2016,Missouri,Kentucky, 232
2017,Missouri,Kentucky, 237
2013,Missouri,Louisiana, 305
2014,Missouri,Louisiana, 330
2016,Missouri,Louisiana, 292
2017,Missouri,Louisiana, 294
2013,Missouri,Maryland, 1002
2014,Missouri,Maryland, 1016
2016,Missouri,Maryland, 893
2017,Missouri,Maryland, 924
2014,Missouri,Massachusetts, 415
2017,Missouri,Massachusetts, 546
2013,Missouri,Massachusetts, 495
2016,Missouri,Massachusetts, 521
2013,Missouri,Michigan, 1080
2014,Missouri,Michigan, 1159
2016,Missouri,Michigan, 900
2017,Missouri,Michigan, 870
2013,Missouri,Minnesota, 1168
2014,Missouri,Minnesota, 1247
2016,Missouri,Minnesota, 1214
2017,Missouri,Minnesota, 1066
2013,Missouri,Missouri, 304
2014,Missouri,Missouri, 320
2016,Missouri,Missouri, 217
2017,Missouri,Missouri, 234
2013,Missouri,Nebraska, 412
2014,Missouri,Nebraska, 434
2016,Missouri,Nebraska, 374
2017,Missouri,Nebraska, 320
2013,Missouri,Nevada, 812
2014,Missouri,Nevada, 866
2015,Missouri,Nevada, 831
2016,Missouri,Nevada, 877
2017,Missouri,Nevada, 902
2013,Missouri,New Jersey, 1972
2014,Missouri,New Jersey, 1890
2016,Missouri,New Jersey, 1706
2017,Missouri,New Jersey, 1748
2013,Missouri,New Mexico, 2
2013,Missouri,New York, 560
2014,Missouri,New York, 790
2016,Missouri,New York, 366
2017,Missouri,New York, 558
2014,Missouri,North Carolina, 665
2017,Missouri,North Carolina, 606
2013,Missouri,North Carolina, 896
2016,Missouri,North Carolina, 781
2013,Missouri,Ohio, 449
2014,Missouri,Ohio, 527
2015,Missouri,Ohio, 517
2016,Missouri,Ohio, 497
2017,Missouri,Ohio, 540
2013,Missouri,Oklahoma, 456
2014,Missouri,Oklahoma, 402
2016,Missouri,Oklahoma, 416
2017,Missouri,Oklahoma, 365
2014,Missouri,Oregon, 47
2015,Missouri,Oregon, 52
2016,Missouri,Oregon, 127
2017,Missouri,Oregon, 160
2014,Missouri,Pennsylvania, 381
2017,Missouri,Pennsylvania, 389
2013,Missouri,Pennsylvania, 336
2016,Missouri,Pennsylvania, 370
2017,Missouri,South Carolina, 24
2013,Missouri,Tennessee, 561
2014,Missouri,Tennessee, 578
2016,Missouri,Tennessee, 497
2017,Missouri,Tennessee, 542
2013,Missouri,Texas, 4057
2014,Missouri,Texas, 4194
2015,Missouri,Texas, 3660
2016,Missouri,Texas, 3549
2017,Missouri,Texas, 3540
2013,Missouri,Utah, 316
2014,Missouri,Utah, 263
2015,Missouri,Utah, 255
2016,Missouri,Utah, 270
2017,Missouri,Utah, 273
2013,Missouri,Virginia, 602
2014,Missouri,Virginia, 874
2016,Missouri,Virginia, 526
2017,Missouri,Virginia, 532
2013,Missouri,Washington, 290
